seed,policy_mode,use_hysteresis,steps,fault_events,transitions,transitions_per_hour,nominal_pct,throttle_pct,safe_pct,recover_pct,safe_segments,safe_mean_duration_steps,power_min,power_max,temp_min,temp_max,flapping_index,experiment
100,rule_based,False,240.0,3.0,39.0,9.75,61.666666666666664,27.083333333333332,2.9166666666666665,8.333333333333334,7.0,1.0,54.594691939716355,141.6794544951062,16.233658618934275,28.50542354730086,9.75,exp_minor
101,rule_based,False,240.0,4.0,39.0,9.75,62.916666666666664,25.833333333333332,2.9166666666666665,8.333333333333334,5.0,1.4,54.611250522064694,142.97227002974918,15.979749611071515,28.125627875798028,7.8,exp_minor
102,rule_based,False,240.0,6.0,36.0,9.0,62.083333333333336,30.0,2.0833333333333335,5.833333333333333,4.0,1.25,54.11225667595089,141.85237570404195,16.501077768237437,27.133744079156738,5.142857142857143,exp_minor
103,rule_based,False,240.0,9.0,39.0,9.75,57.5,29.166666666666668,2.5,10.833333333333334,6.0,1.0,59.23467333084258,141.88423084453848,15.227684590917551,27.852524949344335,3.9,exp_minor
104,rule_based,False,240.0,10.0,41.0,10.25,62.5,21.25,3.75,12.5,7.0,1.2857142857142858,54.89590577090969,144.8624693012802,15.383301297662044,28.164885134535098,3.727272727272727,exp_minor
105,rule_based,False,240.0,7.0,41.0,10.25,59.583333333333336,30.416666666666668,2.5,7.5,4.0,1.5,57.03444078637071,146.3178811688849,16.247015139916687,27.23170377761806,5.125,exp_minor
106,rule_based,False,240.0,9.0,34.0,8.5,61.666666666666664,29.166666666666668,2.0833333333333335,7.083333333333333,4.0,1.25,55.99880154670501,143.54268601713005,15.173837643958198,27.638189904987925,3.4,exp_minor
107,rule_based,False,240.0,4.0,31.0,7.75,60.833333333333336,29.166666666666668,2.0833333333333335,7.916666666666667,5.0,1.0,56.246286758138254,140.60606840188683,16.511413353275202,27.5257746293668,6.2,exp_minor
108,rule_based,False,240.0,3.0,25.0,6.25,64.16666666666667,31.25,0.8333333333333334,3.75,2.0,1.0,55.62901973451156,142.43537500579126,15.3799183156024,27.337019413306514,6.25,exp_minor
109,rule_based,False,240.0,6.0,29.0,7.25,62.5,30.0,1.25,6.25,3.0,1.0,58.027129624275034,142.31624738560498,15.876634542229514,27.6913905307517,4.142857142857143,exp_minor
110,rule_based,False,240.0,6.0,35.0,8.75,60.416666666666664,27.083333333333332,2.9166666666666665,9.583333333333334,5.0,1.4,57.6747336824108,142.72032685633354,16.12533160928087,28.50578386969621,5.0,exp_minor
111,rule_based,False,240.0,6.0,41.0,10.25,59.583333333333336,31.25,1.6666666666666667,7.5,4.0,1.0,57.44324311890878,143.42201767453335,15.754537551943365,30.312625617138277,5.857142857142857,exp_minor
112,rule_based,False,240.0,6.0,41.0,10.25,60.833333333333336,32.916666666666664,1.25,5.0,3.0,1.0,58.431015678410475,142.8287721541548,15.495471574464602,27.364549283645726,5.857142857142857,exp_minor
113,rule_based,False,240.0,5.0,38.0,9.5,62.5,30.0,1.25,6.25,3.0,1.0,58.52942803556007,146.95826717729528,15.957448000407787,28.618822120962097,6.333333333333333,exp_minor
114,rule_based,False,240.0,5.0,42.0,10.5,56.666666666666664,27.083333333333332,2.9166666666666665,13.333333333333334,7.0,1.0,57.3706928011688,143.81463629678086,15.691100331623467,27.668441302881437,7.0,exp_minor
115,rule_based,False,240.0,10.0,39.0,9.75,59.166666666666664,22.083333333333332,4.583333333333333,14.166666666666666,9.0,1.2222222222222223,54.9145802590003,143.46962691649483,16.683777982872297,27.940411441537755,3.5454545454545454,exp_minor
116,rule_based,False,240.0,3.0,27.0,6.75,62.083333333333336,32.083333333333336,1.25,4.583333333333333,3.0,1.0,55.32574550683684,140.80166800844898,16.190778955652814,27.483091413401997,6.75,exp_minor
117,rule_based,False,240.0,3.0,33.0,8.25,62.083333333333336,28.333333333333332,1.6666666666666667,7.916666666666667,4.0,1.0,57.90205451674237,146.69449084243925,15.290994347937271,28.319049086774665,8.25,exp_minor
118,rule_based,False,240.0,5.0,35.0,8.75,57.083333333333336,30.833333333333332,3.3333333333333335,8.75,5.0,1.6,55.68651418853976,143.47505464099277,16.444056883952126,27.574066812598133,5.833333333333333,exp_minor
119,rule_based,False,240.0,4.0,40.0,10.0,63.75,20.416666666666668,3.3333333333333335,12.5,8.0,1.0,57.49803499166623,139.99282684875507,16.27782796557576,27.73258265779245,8.0,exp_minor
120,rule_based,False,240.0,4.0,34.0,8.5,61.666666666666664,25.833333333333332,2.5,10.0,5.0,1.2,53.87390771712579,141.00231576023816,15.937744109791772,27.877838035878202,6.8,exp_minor
1,rule_based,True,240.0,9.0,28.0,7.0,52.916666666666664,25.833333333333332,10.416666666666666,10.833333333333334,6.0,4.166666666666667,52.52661190431725,141.2943974860899,15.787166530873069,28.350645962435127,2.8,exp_minor
2,rule_based,True,240.0,9.0,30.0,7.5,51.666666666666664,26.25,10.416666666666666,11.666666666666666,6.0,4.166666666666667,55.670118166480634,145.1766620215058,16.618088534638435,27.129939879244713,3.0,exp_minor
3,rule_based,True,240.0,4.0,24.0,6.0,58.333333333333336,25.833333333333332,7.5,8.333333333333334,4.0,4.5,56.67023522876552,140.77914225932903,16.516780189612714,28.21344543881139,4.8,exp_minor
4,rule_based,True,240.0,3.0,20.0,5.0,62.5,27.083333333333332,5.416666666666667,5.0,3.0,4.333333333333333,56.16784018976966,143.2042161150961,16.122391913681007,27.825607085052454,5.0,exp_minor
5,rule_based,True,240.0,2.0,19.0,4.75,60.833333333333336,29.166666666666668,5.416666666666667,4.583333333333333,3.0,4.333333333333333,57.893736596283574,142.21701455528125,16.11697406560402,28.092804428254325,6.333333333333333,exp_minor
6,rule_based,True,240.0,7.0,23.0,5.75,60.0,28.75,5.0,6.25,3.0,4.0,59.47410644823458,142.64803411174472,15.871853040559827,28.842482249637882,2.875,exp_minor
7,rule_based,True,240.0,5.0,20.0,5.0,57.083333333333336,31.666666666666668,5.0,6.25,3.0,4.0,55.023998910164266,141.77309048546255,15.508083889129797,27.812592531684732,3.3333333333333335,exp_minor
